Chemical Name;Chemical ID;CAS RN;Disease Name;Disease ID;Direct Evidence;Inference Network;Inference Score;Reference Count;;;;;;;;;;;
2-(oxalylamino)benzoic acid;C405943;;Arthritis, Rheumatoid;MESH:D001172;;PTPRC;4.59;2;;;;;;;;;;;
3-aminophenol;C055528;591-27-5;Arthritis, Rheumatoid;MESH:D001172;;CXCL8;4.59;2;;;;;;;;;;;
bilirubin glucuronate;C016266;27071-67-6;Arthritis, Rheumatoid;MESH:D001172;;ABCC2;4.59;1;;;;;;;;;;;
cereulide;C089294;;Arthritis, Rheumatoid;MESH:D001172;;CXCL8;4.59;2;;;;;;;;;;;
chloroplatinic acid;C002999;16941-12-1;Arthritis, Rheumatoid;MESH:D001172;;CXCL8;4.59;2;;;;;;;;;;;
Dideoxyadenosine;D016048;4097-22-7;Arthritis, Rheumatoid;MESH:D001172;;ABCC2;4.59;1;;;;;;;;;;;
Fluo-3;C059715;121714-13-4;Arthritis, Rheumatoid;MESH:D001172;;ABCC2;4.59;1;;;;;;;;;;;
ginsenoside Rb2;C048026;11021-13-9;Arthritis, Rheumatoid;MESH:D001172;;ABCC2;4.59;1;;;;;;;;;;;
glutathione-BPDE conjugate;C113118;;Arthritis, Rheumatoid;MESH:D001172;;ABCC2;4.59;1;;;;;;;;;;;
N-(4-aminobutyl)-5-chloro-2-naphthalenesulfonamide;C033772;81705-04-6;Arthritis, Rheumatoid;MESH:D001172;;IL2RA;4.59;3;;;;;;;;;;;
phenolphthalein glucuronide;C016651;15265-26-6;Arthritis, Rheumatoid;MESH:D001172;;ABCC2;4.59;1;;;;;;;;;;;
roquefortine;C012536;58735-64-1;Arthritis, Rheumatoid;MESH:D001172;;CXCL8;4.59;2;;;;;;;;;;;
TR4161;C025394;21562-57-2;Arthritis, Rheumatoid;MESH:D001172;;CXCL8;4.59;2;;;;;;;;;;;
17-(dimethylaminoethylamino)-17-demethoxygeldanamycin;C448659;;Sjogren's Syndrome;MESH:D012859;;PTTG1;4.59;1;;;;;;;;;;;
cobalt sulfate;C026305;10124-43-3;Sjogren's Syndrome;MESH:D012859;;TNFAIP3;4.59;2;;;;;;;;;;;
Vanadium;D014639;7440-62-2;Sjogren's Syndrome;MESH:D012859;;DGKQ;4.59;1;;;;;;;;;;;
4-hydroxy-2-nonenal;C027576;29343-52-0;Sjogren's Syndrome;MESH:D012859;;PRDM1|TNFAIP3;4.58;2;;;;;;;;;;;
7-bromoindirubin-3'-oxime;C514974;;Sjogren's Syndrome;MESH:D012859;;IL12A;4.58;1;;;;;;;;;;;
beta-Glucans;D047071;;Sjogren's Syndrome;MESH:D012859;;IL12A;4.58;1;;;;;;;;;;;
eriodictyol;C007619;552-58-9;Sjogren's Syndrome;MESH:D012859;;TNFAIP3;4.58;2;;;;;;;;;;;
N-(deoxyguanosin-8-yl)-2-amino-1-methyl-6-phenylimidazo(4;5-b)pyridine;C078255;142784-25-6;Arthritis, Rheumatoid;MESH:D001172;;DHFR;4.57;1;;;;;;;;;;
Nitroblue Tetrazolium;D009580;298-83-9;Arthritis, Rheumatoid;MESH:D001172;;CSF2;4.57;1;;;;;;;;;;;
Grape Seed Extract;D056604;;Sjogren's Syndrome;MESH:D012859;;NCF1;4.57;1;;;;;;;;;;;
1-hydroxy-2-oxo-3;3-bis(2-aminoethyl)-1-triazene;C105351;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|CXCL8;4.56;4;;;;;;;;;;
difethialone;C060340;104653-34-1;Arthritis, Rheumatoid;MESH:D001172;;F2;4.56;1;;;;;;;;;;;
Topiramate;D000077236;97240-79-4;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC2|ADIPOQ;4.56;4;;;;;;;;;;;
neocuproine;C002701;484-11-7;Sjogren's Syndrome;MESH:D012859;;IL12A;4.56;1;;;;;;;;;;;
Vorinostat;D000077337;;Sjogren's Syndrome;MESH:D012859;;GTF2I|ITSN2|PTTG1|TNIP1;4.56;2;;;;;;;;;;;
acetohydroxamic acid;C006358;;Arthritis, Rheumatoid;MESH:D001172;;MMP12;4.55;1;;;;;;;;;;;
Leukotriene A4;D017572;;Arthritis, Rheumatoid;MESH:D001172;;ALOX5;4.55;1;;;;;;;;;;;
manganese protoporphyrin;C038654;21393-64-6;Arthritis, Rheumatoid;MESH:D001172;;PTGS1;4.55;1;;;;;;;;;;;
N-(3-aminopropyl)-N-(1-(5-benzyl-3-methyl-4-oxo-(1;2)thiazolo(5;4-d)pyrimidin-6-yl)-2-methylpropyl)-4-methylbenzamide;C568512;;Arthritis, Rheumatoid;MESH:D001172;;ALOX5;4.55;1;;;;;;;;;
ginkgolide B;C045856;99796-69-7;Sjogren's Syndrome;MESH:D012859;;NCF1;4.55;1;;;;;;;;;;;
Interferon beta-1b;D000068576;145155-23-3;Arthritis, Rheumatoid;MESH:D001172;;STAT1;4.54;1;;;;;;;;;;;
quinocetone;C502851;;Arthritis, Rheumatoid;MESH:D001172;;CAT|CCN1|PTGS1|RUNX1;4.54;4;;;;;;;;;;;
ramiprilat;C052549;87269-97-4;Arthritis, Rheumatoid;MESH:D001172;;BDKRB2;4.54;1;;;;;;;;;;;
VPC32183;C529824;;Arthritis, Rheumatoid;MESH:D001172;;STAT1;4.54;1;;;;;;;;;;;
abrine;C496492;;Sjogren's Syndrome;MESH:D012859;;GTF2I|IL12A|IRAK1BP1|ITSN2|NCF1|TNFAIP3|TNIP1;4.54;3;;;;;;;;;;;
trandolapril;C052035;;Sjogren's Syndrome;MESH:D012859;;NCF1;4.54;1;;;;;;;;;;;
acetaminophen glucuronide;C037386;16110-10-4;Arthritis, Rheumatoid;MESH:D001172;;ABCC3;4.53;1;;;;;;;;;;;
alpha-cyano-4-hydroxycinnamate;C007175;28166-41-8;Arthritis, Rheumatoid;MESH:D001172;;CXCR4;4.53;1;;;;;;;;;;;
Ferrous Compounds;D005296;;Arthritis, Rheumatoid;MESH:D001172;;BGN;4.53;1;;;;;;;;;;;
mipafox;C005238;371-86-8;Arthritis, Rheumatoid;MESH:D001172;;PLB1;4.53;1;;;;;;;;;;;
SI 27;C421267;;Arthritis, Rheumatoid;MESH:D001172;;IGFBP3;4.53;1;;;;;;;;;;;
Mequindox;C545385;;Sjogren's Syndrome;MESH:D012859;;NCF1;4.53;1;;;;;;;;;;;
5-OH-BDE-47;C580598;;Arthritis, Rheumatoid;MESH:D001172;;CDK6|TNF;4.52;6;;;;;;;;;;;
ethyl protocatechuate;C018063;3943-89-3;Arthritis, Rheumatoid;MESH:D001172;;GATA3;4.52;1;;;;;;;;;;;
quinoline;C037219;91-22-5;Arthritis, Rheumatoid;MESH:D001172;;TNF|TXNDC5;4.52;6;;;;;;;;;;;
succinylsulfathiazole;C009342;116-43-8;Arthritis, Rheumatoid;MESH:D001172;;DDIT4;4.52;1;;;;;;;;;;;
YW3-56;C000607342;;Arthritis, Rheumatoid;MESH:D001172;;PADI4;4.52;1;;;;;;;;;;;
boron nitride;C017282;;Sjogren's Syndrome;MESH:D012859;;TNFAIP3;4.52;2;;;;;;;;;;;
Fluorouracil;D005472;51-21-8;Sjogren's Syndrome;MESH:D012859;;PHIP|PTTG1|TNFAIP3;4.52;2;;;;;;;;;;;
2-(8-quinolinoxy)propionic acid;C507130;;Arthritis, Rheumatoid;MESH:D001172;;CYBB;4.51;1;;;;;;;;;;;
AP 21967;C539629;;Arthritis, Rheumatoid;MESH:D001172;;ITGA6;4.51;1;;;;;;;;;;;
DEAP-C16Y peptide;C000609387;;Arthritis, Rheumatoid;MESH:D001172;;PTK2;4.51;1;;;;;;;;;;;
gadobutrol;C090600;;Arthritis, Rheumatoid;MESH:D001172;;ADIPOQ;4.51;1;;;;;;;;;;;
GHRP-6; Lys(3)-;C520836;;Arthritis, Rheumatoid;MESH:D001172;;ADIPOQ;4.51;1;;;;;;;;;;
halowax 1051;C571106;;Arthritis, Rheumatoid;MESH:D001172;;ADIPOQ;4.51;1;;;;;;;;;;;
naringenin-6-C-glucoside;C066406;09/03/3682;Arthritis, Rheumatoid;MESH:D001172;;TNFRSF11B;4.51;1;;;;;;;;;;;
NL-71-101;C464603;;Arthritis, Rheumatoid;MESH:D001172;;ADIPOQ;4.51;1;;;;;;;;;;;
origamicin;C515679;;Arthritis, Rheumatoid;MESH:D001172;;TXNIP;4.51;1;;;;;;;;;;;
ozagrel;C034364;82571-53-7;Arthritis, Rheumatoid;MESH:D001172;;TNFRSF11B;4.51;1;;;;;;;;;;;
photomirex;C016665;39801-14-4;Arthritis, Rheumatoid;MESH:D001172;;ADIPOQ;4.51;1;;;;;;;;;;;
sanglifehrin A;C121329;;Arthritis, Rheumatoid;MESH:D001172;;IL23A;4.51;1;;;;;;;;;;;
thiocarbohydrazide;C011368;2231-57-4;Arthritis, Rheumatoid;MESH:D001172;;ADIPOQ;4.51;1;;;;;;;;;;;
2-methyl-4-isothiazolin-3-one;C011506;2682-20-4;Sjogren's Syndrome;MESH:D012859;;PRDM1|TNFAIP3;4.51;2;;;;;;;;;;;
Eplerenone;D000077545;;Sjogren's Syndrome;MESH:D012859;;NCF1;4.51;1;;;;;;;;;;;
lipoteichoic acid;C009900;56411-57-5;Sjogren's Syndrome;MESH:D012859;;IL12A;4.51;1;;;;;;;;;;;
Metoclopramide;D008787;364-62-5;Arthritis, Rheumatoid;MESH:D001172;;CXCL2|MPO|TNF;4.50;7;;;;;;;;;;;
potassium phosphate;C013216;16068-46-5;Arthritis, Rheumatoid;MESH:D001172;;RUNX2;4.50;1;;;;;;;;;;;
Copper;D003300;7440-50-8;Sjogren's Syndrome;MESH:D012859;;GTF2I|IL12A|IRAK1BP1|PTTG1|TNFAIP3|TNIP1;4.50;2;;;;;;;;;;;
pevonedistat;C539933;;Sjogren's Syndrome;MESH:D012859;;TNFAIP3;4.50;2;;;;;;;;;;;
Antipain;D000976;37691-11-5;Arthritis, Rheumatoid;MESH:D001172;;CTSD;4.49;1;;;;;;;;;;;
glycolithocholic acid;C027746;474-74-8;Arthritis, Rheumatoid;MESH:D001172;;HSD11B1;4.49;1;;;;;;;;;;;
monoisononylphthalate;C471400;;Arthritis, Rheumatoid;MESH:D001172;;AHR|CAT;4.49;2;;;;;;;;;;;
rosiglitazone-metformin combination;C471074;;Arthritis, Rheumatoid;MESH:D001172;;CRP;4.49;1;;;;;;;;;;;
SAR 020106;C547874;;Arthritis, Rheumatoid;MESH:D001172;;IRAK1;4.49;1;;;;;;;;;;;
Xanthones;D044004;;Arthritis, Rheumatoid;MESH:D001172;;IRAK1;4.49;1;;;;;;;;;;;
2;3-pentanedione;C013186;600-14-6;Sjogren's Syndrome;MESH:D012859;;IRAK1BP1;4.49;1;;;;;;;;;;
6;2';4'-trimethoxyflavone;C546607;;Sjogren's Syndrome;MESH:D012859;;IL12A;4.49;1;;;;;;;;;
arsenic trichloride;C050510;7784-34-1;Sjogren's Syndrome;MESH:D012859;;NCF1;4.49;1;;;;;;;;;;;
Mirex;D008917;2385-85-5;Sjogren's Syndrome;MESH:D012859;;PTTG1;4.49;1;;;;;;;;;;;
N-Methylaspartate;D016202;6384-92-5;Sjogren's Syndrome;MESH:D012859;;NCF1;4.49;1;;;;;;;;;;;
Silicon Dioxide;D012822;7631-86-9;Sjogren's Syndrome;MESH:D012859;;FCGR2A|GTF2I|IL12A|NCF1|PRDM1|STAT4|TNFAIP3|TNIP1;4.49;3;;;;;;;;;;;
stattic;C517409;;Sjogren's Syndrome;MESH:D012859;;IL12A;4.49;1;;;;;;;;;;;
1-palmitoyl-2-lysophosphatidylcholine;C089215;;Arthritis, Rheumatoid;MESH:D001172;;COL2A1;4.48;2;;;;;;;;;;;
2;3-dimethylhydroquinone;C516077;;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.48;2;;;;;;;;;;
(2-(4-(4-isopropoxybenzyl)-phenylamino) imidazoline);C514222;;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.48;2;;;;;;;;;;;
2;4-xylidine;C009694;95-68-1;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.48;2;;;;;;;;;;
3-(4-chloro-3-nitrolphenyl)-1;2;3-oxadiazolium-5-olate;C524256;;Arthritis, Rheumatoid;MESH:D001172;;ABCG2;4.48;1;;;;;;;;;
3;4-xylidine;C018691;95-64-7;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.48;2;;;;;;;;;;
3-keto-N-aminoethylaminoethylcaproyldihydrocinnamoyl cyclopamine;C542465;;Arthritis, Rheumatoid;MESH:D001172;;ABCG2;4.48;1;;;;;;;;;;;
4;8-bis(4-hydroxy-3-methoxyphenyl)-3;7-dioxabicyclo(3.3.0)octane-2;6-dione;C504605;;Arthritis, Rheumatoid;MESH:D001172;;PTGS2;4.48;2;;;;;;;;
4-fluoroaniline;C043455;371-40-4;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.48;2;;;;;;;;;;;
5-hydroxyindomethacin;C034674;2504-32-7;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.48;2;;;;;;;;;;;
7-(4-fluorophenyl)-N2-(3-methoxy-4-(3-methyl-1H-1;2;4-triazol-1-yl)phenyl)-N4-methyl-6;7-dihydro-5H-cyclopenta(d)pyrimidine-2;4-diamine;C000619244;;Arthritis, Rheumatoid;MESH:D001172;;ABCC4;4.48;1;;;;;;;
albendazole sulfoxide;C027186;54029-12-8;Arthritis, Rheumatoid;MESH:D001172;;ABCG2;4.48;1;;;;;;;;;;;
aluminum fluoride;C032311;7784-18-1;Arthritis, Rheumatoid;MESH:D001172;;CD3E;4.48;1;;;;;;;;;;;
balanophonin;C577911;;Arthritis, Rheumatoid;MESH:D001172;;PTGS2;4.48;2;;;;;;;;;;;
benzohydroxamic acid;C006696;;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.48;2;;;;;;;;;;;
benzoylhydrazine;C006712;613-94-5;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.48;2;;;;;;;;;;;
Cadaverine;D002103;462-94-2;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.48;2;;;;;;;;;;;
carprofen;C007005;52263-47-5;Arthritis, Rheumatoid;MESH:D001172;;PTGS2;4.48;2;;;;;;;;;;;
dentinol;C050718;;Arthritis, Rheumatoid;MESH:D001172;;PTGS2;4.48;2;;;;;;;;;;;
dihydrofolate;C010920;4033-27-6;Arthritis, Rheumatoid;MESH:D001172;;DHFR;4.48;1;;;;;;;;;;;
dioctanoylphosphatidic acid;C084527;102731-57-7;Arthritis, Rheumatoid;MESH:D001172;;PTGS2;4.48;2;;;;;;;;;;;
Folic Acid Antagonists;D005493;;Arthritis, Rheumatoid;MESH:D001172;;DHFR;4.48;1;;;;;;;;;;;
gamma-resorcylic acid;C412605;;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.48;2;;;;;;;;;;;
genapol X 080;C116996;9043-30-5;Arthritis, Rheumatoid;MESH:D001172;;PTGS2;4.48;2;;;;;;;;;;;
isonicotinyl-NAD;C525017;;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.48;2;;;;;;;;;;;
ledipasvir;C586541;;Arthritis, Rheumatoid;MESH:D001172;;ABCG2;4.48;1;;;;;;;;;;;
lucifer yellow;C017475;77944-88-8;Arthritis, Rheumatoid;MESH:D001172;;ABCG2;4.48;1;;;;;;;;;;;
N-acetyl-4-benzoquinoneimine;C028473;50700-49-7;Arthritis, Rheumatoid;MESH:D001172;;CALD1|MMP2;4.48;2;;;;;;;;;;;
NAc-Sar-Gly-Val-(d-allo-Ile)-Thr-Nva-Ile-Arg-ProNEt;C500617;;Arthritis, Rheumatoid;MESH:D001172;;FASLG;4.48;1;;;;;;;;;;;
Palmitoylcarnitine;D010172;1935-18-8;Arthritis, Rheumatoid;MESH:D001172;;COL2A1;4.48;2;;;;;;;;;;;
phenylcyclohexane;C035822;827-52-1;Arthritis, Rheumatoid;MESH:D001172;;PTGS2;4.48;2;;;;;;;;;;;
phloretic acid;C008869;501-97-3;Arthritis, Rheumatoid;MESH:D001172;;PTGS2;4.48;2;;;;;;;;;;;
phosphinothricin;C003121;51276-47-2;Arthritis, Rheumatoid;MESH:D001172;;ABCC2|ABCC4|CAT|CD83|CTSD|IL10|IL1B|IL6|MTHFR;4.48;9;;;;;;;;;;;
Pipemidic Acid;D010876;51940-44-4;Arthritis, Rheumatoid;MESH:D001172;;ABCC4;4.48;1;;;;;;;;;;;
Prime and Bond NT;C425843;;Arthritis, Rheumatoid;MESH:D001172;;PTGS2;4.48;2;;;;;;;;;;;
resacetophenone;C412963;;Arthritis, Rheumatoid;MESH:D001172;;PTGS2;4.48;2;;;;;;;;;;;
S-8 fuel;C534345;;Arthritis, Rheumatoid;MESH:D001172;;PTGS2;4.48;2;;;;;;;;;;;
salicylhydroxamic acid;C005703;89-73-6;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.48;2;;;;;;;;;;;
SC 791;C553330;;Arthritis, Rheumatoid;MESH:D001172;;PTGS2;4.48;2;;;;;;;;;;;
secoboldine;C109135;;Arthritis, Rheumatoid;MESH:D001172;;CXCL2;4.48;1;;;;;;;;;;;
soluble tachyzoite antigen; Toxoplasma gondii;C094052;;Arthritis, Rheumatoid;MESH:D001172;;PTGS2;4.48;2;;;;;;;;;;
ST 679;C065762;104076-16-6;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.48;2;;;;;;;;;;;
Sulbactam;D013407;68373-14-8;Arthritis, Rheumatoid;MESH:D001172;;ABCC4;4.48;1;;;;;;;;;;;
syringaresinol;C042192;21453-69-0;Arthritis, Rheumatoid;MESH:D001172;;PTGS2;4.48;2;;;;;;;;;;;
thiocitrulline;C086715;;Arthritis, Rheumatoid;MESH:D001172;;PTGS2;4.48;2;;;;;;;;;;;
Threonine;D013912;72-19-5;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.48;2;;;;;;;;;;;
Thromboxanes;D013931;;Arthritis, Rheumatoid;MESH:D001172;;PTGS2;4.48;2;;;;;;;;;;;
Withanolides;D054358;;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.48;2;;;;;;;;;;;
quercitrin;C012526;522-12-3;Sjogren's Syndrome;MESH:D012859;;DGKQ;4.48;1;;;;;;;;;;;
Zinc Sulfate;D019287;7733-02-0;Sjogren's Syndrome;MESH:D012859;;PRDM1|PTTG1;4.48;1;;;;;;;;;;;
1;2;4;5-tetrabromobenzene;C110818;636-28-2;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;
1;2-dilauroylphosphatidylcholine;C015153;18285-71-7;Arthritis, Rheumatoid;MESH:D001172;;PON1;4.47;1;;;;;;;;;;
1-(4-carbamoylpyridinium)-4-(4-hydroxyiminomethylpyridinium)but-2-ene;C524716;;Arthritis, Rheumatoid;MESH:D001172;;PON1;4.47;1;;;;;;;;;;;
1;4-dibromobenzene;C066656;106-37-6;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;;;
2-hydroxy-4-methoxy benzoic acid;C112536;;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;;;;
4CP.P;C000629597;;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;;;;
4-nitrophenyl 2-propylmethylphosphonate;C082366;3735-97-5;Arthritis, Rheumatoid;MESH:D001172;;PON1;4.47;1;;;;;;;;;;;
7-(3;4 dihydroxyphenyl)-5-hydroxy-1-phenyl-1-heptene;C558047;;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;;;
Aggrecans;D053674;;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;;;;
alanyl-tyrosyl-prolyl-glycyl-lysyl-phenylalanine;C455901;;Arthritis, Rheumatoid;MESH:D001172;;NCF1;4.47;2;;;;;;;;;;;
azo rubin S;C006671;13613-55-3;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;;;;
bastadin 12;C094710;134981-78-5;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;;;;
bicyclo(6.1.0)nonyne;C556617;;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;;;;
casiopeina II;C409443;;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;;;;
Dibenzofurans; Polychlorinated;D000072338;;Arthritis, Rheumatoid;MESH:D001172;;AHR|MIF;4.47;2;;;;;;;;;;
erucic acid;C049811;1072-39-5;Arthritis, Rheumatoid;MESH:D001172;;PON1;4.47;1;;;;;;;;;;;
ethyl 4-nitrophenyl methylphosphonate;C042896;3735-98-6;Arthritis, Rheumatoid;MESH:D001172;;PON1;4.47;1;;;;;;;;;;;
indole-3-carbaldehyde;C012381;487-89-8;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;;;;
Interleukin-6;D015850;;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;;;;
Ionic Liquids;D052578;;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;;;;
Iopamidol;D007479;62883-00-5;Arthritis, Rheumatoid;MESH:D001172;;CXCL8|STAT1;4.47;3;;;;;;;;;;;
lometrexol;C045894;95693-76-8;Arthritis, Rheumatoid;MESH:D001172;;GART;4.47;1;;;;;;;;;;;
nickel carbonate;C030989;3333-67-3;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;;;;
psilostachyin C;C560366;;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;;;;
selenium-cisplatin conjugate;C110743;;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;;;;
sudan red;C033003;3118-97-6;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;;;;
tembotrione;C585552;;Arthritis, Rheumatoid;MESH:D001172;;CAT;4.47;1;;;;;;;;;;;
hexabromocyclododecane;C089796;25637-99-4;Sjogren's Syndrome;MESH:D012859;;IL12A|IRAK1BP1|PHIP|TNFAIP3|TNIP1;4.47;2;;;;;;;;;;;
monomethyl phthalate;C517284;;Sjogren's Syndrome;MESH:D012859;;GTF2I|NCF1;4.47;2;;;;;;;;;;;
Vitamin B 6;D025101;8059-24-3;Sjogren's Syndrome;MESH:D012859;;NCF1;4.47;1;;;;;;;;;;;
2-dodecyl-6-methoxycyclohexa-2;5-diene-1;4-dione;C581182;;Arthritis, Rheumatoid;MESH:D001172;;AGER;4.46;1;;;;;;;;;
dimerumic acid;C552122;;Arthritis, Rheumatoid;MESH:D001172;;AGER;4.46;1;;;;;;;;;;;
ferumoxides;C065507;119683-68-0;Arthritis, Rheumatoid;MESH:D001172;;MMP2;4.46;1;;;;;;;;;;;
genistin;C040641;529-59-9;Arthritis, Rheumatoid;MESH:D001172;;IL6R|PTGS2;4.46;4;;;;;;;;;;;
IH 764-3;C079053;;Arthritis, Rheumatoid;MESH:D001172;;MMP2;4.46;1;;;;;;;;;;;
mannuronic acid;C008324;6814-36-4;Arthritis, Rheumatoid;MESH:D001172;;MMP2;4.46;1;;;;;;;;;;;
ND 322;C568509;;Arthritis, Rheumatoid;MESH:D001172;;MMP2;4.46;1;;;;;;;;;;;
Ro 28-2653;C453902;;Arthritis, Rheumatoid;MESH:D001172;;MMP2;4.46;1;;;;;;;;;;;
S 3304;C503948;;Arthritis, Rheumatoid;MESH:D001172;;MMP2;4.46;1;;;;;;;;;;;
2-(4-(2-carboxyethyl)phenethylamino)-5'-N-ethylcarboxamidoadenosine;C061282;120225-54-9;Sjogren's Syndrome;MESH:D012859;;IL12A;4.46;1;;;;;;;;;;;
Nebivolol;D000068577;;Sjogren's Syndrome;MESH:D012859;;NCF1;4.46;1;;;;;;;;;;;
1-cyclohexyl-4-(3-(5-methoxy-1;2;3;4-tetrahydronaphthalen-1-yl)-n-propyl)piperazine;C097775;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;
3;4-methylenedioxyethamphetamine;C051800;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;;;
4-methoxyamphetamine;C100230;64-13-1;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;;;;
apicidin;C102351;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCG2;4.45;3;;;;;;;;;;;
cannogenin thevetoside;C100098;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;;;;
Cardenolides;D002298;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;;;;
Central Nervous System Agents;D002491;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;;;;
diacetolol;C025527;28197-69-5;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;;;;
di-n-octyl phthalate;C010715;117-84-0;Arthritis, Rheumatoid;MESH:D001172;;ABCC3|LCN2;4.45;2;;;;;;;;;;;
estriol-16 alpha-(beta-D-glucuronide);C012961;1852-50-2;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;;;;
estriol 17-glucuronide;C035954;7219-89-8;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;;;;
Fumonisins;D037341;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;;;;
hydramethylnon;C041642;67485-29-4;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;;;;
methoxyfenozide;C406712;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;;;;
N-cinnamoyl-5;6-dehydro-4-hydroxyindolidin-2;7-dione;C582837;;Arthritis, Rheumatoid;MESH:D001172;;ADORA2A;4.45;1;;;;;;;;;
NSC73306;C511311;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;;;;
polyisohexylcyanoacrylate;C057532;107811-81-4;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;;;;
quinidinium;C454102;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;;;;
secomilbemycin D;C548487;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;;;;
TAK-243;C000622638;;Arthritis, Rheumatoid;MESH:D001172;;AHR|ARID5B|CALD1|CCN1|CCN2|DHFR|ENO1|GRK6|HDAC1|SPRED2|TMPO|TXNIP;4.45;11;;;;;;;;;;;
terpinolene;C027009;586-62-9;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;;;;
tocophersolan;C014225;30999-06-5;Arthritis, Rheumatoid;MESH:D001172;;ABCB1;4.45;2;;;;;;;;;;;
8-Hydroxy-2-(di-n-propylamino)tetralin;D017371;78950-78-4;Sjogren's Syndrome;MESH:D012859;;NCF1;4.45;1;;;;;;;;;;;
Felodipine;D015736;72509-76-3;Sjogren's Syndrome;MESH:D012859;;NCF1;4.45;1;;;;;;;;;;;
Semaxinib;C116890;;Sjogren's Syndrome;MESH:D012859;;NCF1;4.45;1;;;;;;;;;;;
triphenyl phosphate;C005445;115-86-6;Sjogren's Syndrome;MESH:D012859;;IRAK1BP1|ITSN2|PHIP;4.45;1;;;;;;;;;;;
15-hydroperoxy-5;8;11;13-eicosatetraenoic acid;C025086;67675-14-3;Arthritis, Rheumatoid;MESH:D001172;;ALOX5;4.44;1;;;;;;;;
4;5-Dihydro-1-(3-(trifluoromethyl)phenyl)-1H-pyrazol-3-amine;D015772;66000-40-6;Arthritis, Rheumatoid;MESH:D001172;;ALOX5;4.44;1;;;;;;;;;;
